8201.143259,2693.272356,612.9453244,1120138.35,832.5529446,260912.4578,668.6754558,102478.0555,,'1'
8930.100019,3468.624224,687.4875565,1628035.042,1022.545548,371822.6649,768.0215974,103440.3475,,'1'
8244.564111,2752.002687,617.9540443,1154255.836,844.9025922,268112.9056,674.5432811,102538.0463,,'1'
9079.90038,3539.274256,697.2974739,1682537.503,1042.541752,383445.3946,779.2759577,103555.763,,'1'
8481.338158,3066.312906,645.2047926,1349010.637,915.596329,310351.2944,709.5930386,102886.8623,,'1'
8946.137167,3476.15803,688.5339597,1633787.477,1024.677155,373048.0822,769.2220694,103451.071,,'1'
8536.200476,3147.208569,652.5486645,1401340.037,936.401158,322016.6728,720.7879244,102979.2866,,'1'
8740.199965,3386.296743,675.8393068,1565040.266,999.9348069,358509.5672,755.4345114,103317.996,,'1'
8220.560875,2720.902106,615.3351733,1135932.246,838.5710192,264245.7283,671.6215402,102504.2855,,'1'
8535.058912,3145.41297,652.3838326,1400180.453,935.9210684,321756.3122,720.5249168,102977.3305,,'1'
8586.954723,3223.486309,659.5300492,1451516.777,956.5060224,333274.1955,731.6871716,103084.5142,,'1'
8340.693175,2874.021962,628.3582254,1228608.44,870.5555033,283975.7768,686.7371624,102670.2552,,'1'
8508.711188,3104.953026,648.6800409,1374057.797,925.2671088,315917.1786,714.7225006,102932.2605,,'1'
8273.23111,2787.608645,620.976258,1175887.811,852.151678,272687.9615,677.9296774,102578.3837,,'1'
8517.864636,3118.756577,649.9372816,1382979.624,928.8488514,317905.7612,716.6599046,102947.9025,,'1'
8474.523436,3057.000907,644.3672606,1342972.391,913.3091583,309018.3521,708.3894761,102875.6294,,'1'
8631.455491,3290.968502,665.7339686,1496625.756,974.5190127,343428.3144,741.4526328,103175.8008,,'1'
9058.251214,3528.698852,695.8395727,1674358.851,1039.510594,381695.1314,777.5624342,103538.1979,,'1'
7863.872795,2122.747102,562.8461728,822368.7319,710.9915181,200506.5248,606.2952781,102013.9435,,'1'
9121.871172,3560.302509,700.1802944,1698794.051,1048.623702,386934.3581,782.7248061,103590.1976,,'1'
8108.054965,2523.915678,597.2082553,1028363.55,789.9154396,241602.6198,644.9440732,102319.4537,,'1'
7944.298295,2242.715935,572.5043732,882631.3957,729.9805414,212135.7353,613.9913557,102114.3631,,'1'
9068.120846,3533.499153,696.5018728,1678070.904,1040.88452,382489.3402,778.3387213,103546.1894,,'1'
8204.743757,2699.495043,613.5226383,1123583.989,834.1213127,261641.5058,669.5336587,102483.5723,,'1'
7999.290708,2331.314177,580.0358711,928146.0825,746.8190774,221143.0425,622.1108701,102179.9222,,'1'
8017.037719,2360.944624,582.640284,943357.3044,753.0633574,224209.4406,625.3362361,102199.9849,,'1'
7967.873733,2280.195314,575.6583857,901755.8223,736.8812963,215901.9387,617.2379989,102142.8213,,'1'
8098.177784,2505.747902,595.5324713,1018685.458,785.4693804,239586.5321,642.4653539,102301.1201,,'1'
8752.114504,3391.475165,676.5723538,1568952.779,1001.36472,359335.8717,756.2350575,103325.803,,'1'
8281.083967,2797.444803,621.8150814,1181853.483,854.2086624,273959.8925,678.9065689,102589.1922,,'1'
8307.141412,2830.312465,624.6173951,1201940.653,861.0670534,278232.8235,682.1486692,102624.936,,'1'
8770.484817,3399.265989,677.6829476,1574887.181,1003.483798,360585.5804,757.4119104,103337.6445,,'1'
8786.176868,3405.621884,678.5964999,1579780.239,1005.180752,361613.4205,758.3443394,103347.3906,,'1'
8722.216098,3378.488413,674.7327074,1559157.021,997.7722119,357266.535,754.2214908,103306.2171,,'1'
8540.785161,3153.989866,653.1656436,1405765.148,938.1626558,323007.1433,721.7362927,102986.8071,,'1'
8274.296066,2788.939537,621.0897397,1176693.88,852.4299408,272859.8922,678.0618753,102579.8496,,'1'
8000.602242,2333.400826,580.2164191,929237.6477,747.2261552,221358.6131,622.3103804,102181.4158,,'1'
8565.759452,3190.167916,656.4590031,1429640.267,947.50796,328345.9164,726.7516519,103038.7508,,'1'
8217.763479,2717.258249,615.03072,1133818.742,837.8328464,263798.7975,671.2848265,102500.7483,,'1'
9071.50713,3535.154176,696.7300082,1679350.856,1041.358967,382763.2624,778.6069442,103548.9375,,'1'
8575.180996,3204.30623,657.7526339,1438960.276,951.2456768,330441.9848,728.7783928,103058.5415,,'1'
8005.567946,2341.586132,580.9465721,933463.2835,748.9444718,222199.7912,623.2014175,102187.0516,,'1'
8609.218066,3258.727359,662.7841477,1474842.06,966.0688258,338532.5487,736.9290092,103132.0006,,'1'
8535.459155,3146.042248,652.4415931,1400586.788,936.0892857,321847.5476,720.6170655,102978.0163,,'1'
8119.156999,2545.004136,599.1549804,1039656.423,795.1005963,243950.4212,647.8347237,102340.4684,,'1'
8537.133457,3148.660443,652.6817505,1402279.572,936.7874639,322227.5023,720.9989316,102980.8725,,'1'
9167.011267,3581.386423,703.253167,1714978.146,1055.080833,390402.9285,786.4758105,103622.8072,,'1'
8990.974673,3496.927074,691.4304456,1649784.023,1030.514376,376449.9443,772.4997347,103484.435,,'1'
9022.175291,3511.448603,693.4520865,1661022.117,1034.601973,378844.3604,774.7949993,103509.2161,,'1'
8226.482604,2728.624862,615.9801685,1140421.222,840.1333183,265194.3522,672.332528,102511.764,,'1'
8553.560517,3172.523994,654.8520302,1417965.851,942.9485892,325735.2471,724.3064108,103013.434,,'1'
7962.097464,2270.694296,574.8365323,896932.7818,734.9778915,214937.2592,616.2749183,102135.8916,,'1'
8444.55673,3015.539501,640.6538917,1316325.263,903.1175849,303123.0748,703.0123792,102825.0417,,'1'
8911.325592,3459.841907,686.2667838,1621342.511,1020.061789,370396.8753,766.6224374,103427.7991,,'1'
8927.318551,3467.320566,687.3064088,1627040.697,1022.176779,371610.835,767.813885,103438.4881,,'1'
7920.889471,2206.147584,569.5158069,864316.6512,723.7162117,208559.6073,611.2599928,102085.6855,,'1'
9045.586723,3522.589813,694.9953882,1669635.534,1037.766819,380685.0085,776.5781476,103527.983,,'1'
8804.319616,3413.058555,679.6619834,1585502.782,1007.175904,362817.4865,759.4427756,103358.7164,,'1'
8286.526164,2804.292009,622.3991689,1186017.643,855.6411824,274847.0165,679.5864177,102596.6814,,'1'
8623.806689,3279.982094,664.7296753,1489168.769,971.6529672,341753.9173,739.924023,103160.8997,,'1'
8639.650776,3302.553954,666.7984548,1504576.782,977.5477713,345213.1845,743.078573,103191.5793,,'1'
8631.63662,3291.22737,665.7576209,1496801.89,974.5863729,343467.8445,741.4884875,103176.1516,,'1'
8414.909465,2974.751104,637.0527779,1290644.156,893.3980625,297480.58,698.0277533,102774.3253,,'1'
9186.367202,3586.685949,704.4961113,1718556.473,1057.613514,391135.721,788.1756374,103626.9729,,'1'
9019.975431,3510.412418,693.3083265,1660220.804,1034.308914,378673.2311,774.630176,103507.4603,,'1'
8372.184361,2916.374686,632.0001559,1254572.258,880.0010454,289599.9059,691.3669532,102712.4288,,'1'
8314.146791,2839.199926,625.3682611,1207386.987,862.9243113,279398.9882,683.0220632,102634.4375,,'1'
8504.631757,3098.8654,648.1281294,1370126.467,923.7002497,315040.8648,713.878408,102925.2942,,'1'
8006.771944,2343.621758,581.1249844,934499.1573,749.3800569,222410.579,623.428528,102188.4142,,'1'
8389.515744,2940.249894,634.0758864,1269236.792,885.5050066,292796.7155,694.1203088,102735.3504,,'1'
8204.539661,2699.143171,613.4900029,1123388.889,834.0327606,261600.2454,669.4852706,102483.2605,,'1'
8623.990695,3280.247653,664.7539617,1489348.599,971.72241,341794.3151,739.9611304,103161.2602,,'1'
8624.412263,3280.855829,664.8095798,1489760.518,971.8814156,341886.847,740.0460835,103162.0857,,'1'
8258.932454,2770.039132,619.4939466,1165220.537,848.5700909,270416.7501,676.2628382,102558.6875,,'1'
8259.574452,2770.8008,619.5581381,1165689.742,848.7176505,270514.8991,676.3288782,102559.573,,'1'
8594.443952,3235.577634,660.6500477,1459479.529,959.809353,335068.1725,733.5074605,103100.8249,,'1'
8248.866154,2757.491945,618.4245418,1157575.221,846.0353559,268811.5999,675.0817521,102544.3079,,'1'
8517.841847,3118.721765,649.9340847,1382957.162,928.8396916,317900.7523,716.6549116,102947.8635,,'1'
8514.254037,3113.266947,649.4346124,1379435.669,927.4114841,317115.5991,715.8784974,102941.7308,,'1'
7922.918526,2209.32937,569.7778361,865894.9418,724.2736165,208869.1763,611.5101612,102088.1865,,'1'
